m,TagName,
"2020-12-01 00:00:00","c","2654"
"2020-12-01 00:00:00","c#","5750"
"2020-12-01 00:00:00","c++","4459"
"2020-12-01 00:00:00","delphi","190"
"2020-12-01 00:00:00","go","536"
"2020-12-01 00:00:00","java","7846"
"2020-12-01 00:00:00","javascript","16061"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","php","4815"
"2020-12-01 00:00:00","python","22267"
"2020-12-01 00:00:00","r","4346"
"2020-12-01 00:00:00","ruby","502"
"2020-12-01 00:00:00","swift","2106"
"2021-01-01 00:00:00","assembly","312"
"2021-01-01 00:00:00","c","2574"
"2021-01-01 00:00:00","c#","6213"
"2021-01-01 00:00:00","c++","4112"
"2021-01-01 00:00:00","delphi","200"
"2021-01-01 00:00:00","go","567"
"2021-01-01 00:00:00","java","8065"
"2021-01-01 00:00:00","javascript","16921"
"2021-01-01 00:00:00","perl","145"
"2021-01-01 00:00:00","php","4767"
"2021-01-01 00:00:00","python","22927"
"2021-01-01 00:00:00","r","4343"
"2021-01-01 00:00:00","ruby","523"
"2021-01-01 00:00:00","swift","2325"
"2021-02-01 00:00:00","assembly","245"
"2021-02-01 00:00:00","c","2246"
"2021-02-01 00:00:00","c#","5817"
"2021-02-01 00:00:00","c++","4109"
"2021-02-01 00:00:00","delphi","188"
"2021-02-01 00:00:00","go","573"
"2021-02-01 00:00:00","java","7619"
"2021-02-01 00:00:00","javascript","15316"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","php","4391"
"2021-02-01 00:00:00","python","21461"
"2021-02-01 00:00:00","r","4335"
"2021-02-01 00:00:00","ruby","530"
"2021-02-01 00:00:00","swift","2268"
"2021-03-01 00:00:00","assembly","325"
"2021-03-01 00:00:00","c","2503"
"2021-03-01 00:00:00","c#","6417"
"2021-03-01 00:00:00","c++","4323"
"2021-03-01 00:00:00","delphi","256"
"2021-03-01 00:00:00","go","763"
"2021-03-01 00:00:00","java","8699"
"2021-03-01 00:00:00","javascript","16826"
"2021-03-01 00:00:00","perl","153"
"2021-03-01 00:00:00","php","4780"
"2021-03-01 00:00:00","python","23998"
"2021-03-01 00:00:00","r","5184"
"2021-03-01 00:00:00","ruby","499"
"2021-03-01 00:00:00","swift","2394"
"2021-04-01 00:00:00","assembly","323"
"2021-04-01 00:00:00","c","2309"
"2021-04-01 00:00:00","c#","5934"
"2021-04-01 00:00:00","c++","3965"
"2021-04-01 00:00:00","delphi","172"
"2021-04-01 00:00:00","go","629"
"2021-04-01 00:00:00","java","7966"
"2021-04-01 00:00:00","javascript","15922"
"2021-04-01 00:00:00","perl","140"
"2021-04-01 00:00:00","php","4343"
"2021-04-01 00:00:00","python","22809"
"2021-04-01 00:00:00","r","4808"
"2021-04-01 00:00:00","ruby","521"
"2021-04-01 00:00:00","swift","2125"
"2021-05-01 00:00:00","assembly","304"
"2021-05-01 00:00:00","c","2120"
"2021-05-01 00:00:00","c#","5863"
"2021-05-01 00:00:00","c++","4245"
"2021-05-01 00:00:00","delphi","170"
"2021-05-01 00:00:00","go","653"
"2021-05-01 00:00:00","java","8188"
"2021-05-01 00:00:00","javascript","16149"
"2021-05-01 00:00:00","perl","121"
"2021-05-01 00:00:00","php","4353"
"2021-05-01 00:00:00","python","22927"
"2021-05-01 00:00:00","r","4752"
"2021-05-01 00:00:00","ruby","403"
"2021-05-01 00:00:00","swift","1899"
"2021-06-01 00:00:00","assembly","273"
"2021-06-01 00:00:00","c","1988"
"2021-06-01 00:00:00","c#","6390"
"2021-06-01 00:00:00","c++","4153"
"2021-06-01 00:00:00","delphi","132"
"2021-06-01 00:00:00","go","638"
"2021-06-01 00:00:00","java","9152"
"2021-06-01 00:00:00","javascript","17547"
"2021-06-01 00:00:00","perl","157"
"2021-06-01 00:00:00","php","4823"
"2021-06-01 00:00:00","python","24434"
"2021-06-01 00:00:00","r","4936"
"2021-06-01 00:00:00","ruby","467"
"2021-06-01 00:00:00","swift","2106"
"2021-07-01 00:00:00","assembly","187"
"2021-07-01 00:00:00","c","1703"
"2021-07-01 00:00:00","c#","5921"
"2021-07-01 00:00:00","c++","3767"
"2021-07-01 00:00:00","delphi","146"
"2021-07-01 00:00:00","go","642"
"2021-07-01 00:00:00","java","8278"
"2021-07-01 00:00:00","javascript","17253"
"2021-07-01 00:00:00","perl","140"
"2021-07-01 00:00:00","php","4577"
"2021-07-01 00:00:00","python","23989"
"2021-07-01 00:00:00","r","4672"
"2021-07-01 00:00:00","ruby","500"
"2021-07-01 00:00:00","swift","2252"
"2021-08-01 00:00:00","assembly","166"
"2021-08-01 00:00:00","c","1614"
"2021-08-01 00:00:00","c#","5733"
"2021-08-01 00:00:00","c++","3462"
"2021-08-01 00:00:00","delphi","141"
"2021-08-01 00:00:00","go","779"
"2021-08-01 00:00:00","java","7910"
"2021-08-01 00:00:00","javascript","16952"
"2021-08-01 00:00:00","perl","118"
"2021-08-01 00:00:00","php","4552"
"2021-08-01 00:00:00","python","23005"
"2021-08-01 00:00:00","r","4565"
"2021-08-01 00:00:00","ruby","506"
"2021-08-01 00:00:00","swift","2180"
"2021-09-01 00:00:00","assembly","198"
"2021-09-01 00:00:00","c","1792"
"2021-09-01 00:00:00","c#","5736"
"2021-09-01 00:00:00","c++","3901"
"2021-09-01 00:00:00","delphi","145"
"2021-09-01 00:00:00","go","658"
"2021-09-01 00:00:00","java","7757"
"2021-09-01 00:00:00","javascript","16589"
"2021-09-01 00:00:00","perl","113"
"2021-09-01 00:00:00","php","4287"
"2021-09-01 00:00:00","python","21843"
"2021-09-01 00:00:00","r","4324"
"2021-09-01 00:00:00","ruby","507"
"2021-09-01 00:00:00","swift","1920"
"2021-10-01 00:00:00","assembly","214"
"2021-10-01 00:00:00","c","2193"
"2021-10-01 00:00:00","c#","5985"
"2021-10-01 00:00:00","c++","4052"
"2021-10-01 00:00:00","delphi","150"
"2021-10-01 00:00:00","go","757"
"2021-10-01 00:00:00","java","7720"
"2021-10-01 00:00:00","javascript","16039"
"2021-10-01 00:00:00","perl","131"
"2021-10-01 00:00:00","php","4212"
"2021-10-01 00:00:00","python","22757"
"2021-10-01 00:00:00","r","4721"
"2021-10-01 00:00:00","ruby","475"
"2021-10-01 00:00:00","swift","1830"
"2021-11-01 00:00:00","assembly","309"
"2021-11-01 00:00:00","c","2337"
"2021-11-01 00:00:00","c#","6366"
"2021-11-01 00:00:00","c++","4154"
"2021-11-01 00:00:00","delphi","151"
"2021-11-01 00:00:00","go","701"
"2021-11-01 00:00:00","java","8258"
"2021-11-01 00:00:00","javascript","15796"
"2021-11-01 00:00:00","perl","80"
"2021-11-01 00:00:00","php","4110"
"2021-11-01 00:00:00","python","23323"
"2021-11-01 00:00:00","r","4608"
"2021-11-01 00:00:00","ruby","448"
"2021-11-01 00:00:00","swift","1753"
"2021-12-01 00:00:00","assembly","284"
"2021-12-01 00:00:00","c","2260"
"2021-12-01 00:00:00","c#","5709"
"2021-12-01 00:00:00","c++","3862"
"2021-12-01 00:00:00","delphi","159"
"2021-12-01 00:00:00","go","771"
"2021-12-01 00:00:00","java","7523"
"2021-12-01 00:00:00","javascript","15257"
"2021-12-01 00:00:00","perl","103"
"2021-12-01 00:00:00","php","3721"
"2021-12-01 00:00:00","python","22018"
"2021-12-01 00:00:00","r","3916"
"2021-12-01 00:00:00","ruby","433"
"2021-12-01 00:00:00","swift","1661"
"2022-01-01 00:00:00","assembly","240"
"2022-01-01 00:00:00","c","2062"
"2022-01-01 00:00:00","c#","5913"
"2022-01-01 00:00:00","c++","3888"
"2022-01-01 00:00:00","delphi","151"
"2022-01-01 00:00:00","go","794"
"2022-01-01 00:00:00","java","7702"
"2022-01-01 00:00:00","javascript","16263"
"2022-01-01 00:00:00","perl","131"
"2022-01-01 00:00:00","php","4007"
"2022-01-01 00:00:00","python","22624"
"2022-01-01 00:00:00","r","4250"
"2022-01-01 00:00:00","ruby","477"
"2022-01-01 00:00:00","swift","1988"
"2022-02-01 00:00:00","assembly","226"
"2022-02-01 00:00:00","c","1791"
"2022-02-01 00:00:00","c#","5843"
"2022-02-01 00:00:00","c++","3487"
"2022-02-01 00:00:00","delphi","187"
"2022-02-01 00:00:00","go","689"
"2022-02-01 00:00:00","java","7291"
"2022-02-01 00:00:00","javascript","15476"
"2022-02-01 00:00:00","perl","97"
"2022-02-01 00:00:00","php","3729"
"2022-02-01 00:00:00","python","22684"
"2022-02-01 00:00:00","r","4345"
"2022-02-01 00:00:00","ruby","457"
"2022-02-01 00:00:00","swift","1886"
"2022-03-01 00:00:00","assembly","257"
"2022-03-01 00:00:00","c","2104"
"2022-03-01 00:00:00","c#","6506"
"2022-03-01 00:00:00","c++","3853"
"2022-03-01 00:00:00","delphi","134"
"2022-03-01 00:00:00","go","833"
"2022-03-01 00:00:00","java","8155"
"2022-03-01 00:00:00","javascript","16397"
"2022-03-01 00:00:00","perl","106"
"2022-03-01 00:00:00","php","3783"
"2022-03-01 00:00:00","python","24653"
"2022-03-01 00:00:00","r","5097"
"2022-03-01 00:00:00","ruby","529"
"2022-03-01 00:00:00","swift","2084"
"2022-04-01 00:00:00","assembly","274"
"2022-04-01 00:00:00","c","1911"
"2022-04-01 00:00:00","c#","6044"
"2022-04-01 00:00:00","c++","3931"
"2022-04-01 00:00:00","delphi","121"
"2022-04-01 00:00:00","go","769"
"2022-04-01 00:00:00","java","7979"
"2022-04-01 00:00:00","javascript","16254"
"2022-04-01 00:00:00","perl","101"
"2022-04-01 00:00:00","php","3918"
"2022-04-01 00:00:00","python","23968"
"2022-04-01 00:00:00","r","4814"
"2022-04-01 00:00:00","ruby","496"
"2022-04-01 00:00:00","swift","1830"
